split,participant,sequence_id,endpoint_row,endpoint_timestamp_ns,future_target_timestamp_ns,receiving_hand,reason
train,Berat,Berat_5_20260604_155234,1439,3262745620000,,right,future_after_recording_end
train,Berat,Berat_5_20260604_155234,1449,3263078953000,,right,future_after_recording_end
train,Berat,Berat_6_20260616_142129,859,570612350000,571612350000.0,right,valid
train,Berat,Berat_6_20260616_142129,869,570945683000,571945683000.0,right,valid
train,Berat,Berat_6_20260616_142129,879,571279017000,572279017000.0,right,valid
train,Berat,Berat_6_20260616_142129,889,571612350000,572612350000.0,right,valid
train,Berat,Berat_6_20260616_142129,899,571945683000,572945683000.0,right,valid
train,Berat,Berat_6_20260616_142129,909,572279017000,573279016000.0,right,valid
train,Berat,Berat_6_20260616_142129,919,572612350000,573612350000.0,right,valid
train,Berat,Berat_6_20260616_142129,929,572945683000,573945683000.0,right,valid
train,Berat,Berat_6_20260616_142129,939,573279016000,574279016000.0,right,valid
train,Berat,Berat_6_20260616_142129,949,573612350000,574612350000.0,right,valid
train,Berat,Berat_6_20260616_142129,959,573945683000,574945683000.0,right,valid
train,Berat,Berat_6_20260616_142129,969,574279016000,575279016000.0,right,valid
train,Berat,Berat_6_20260616_142129,979,574612350000,,right,future_after_recording_end
train,Berat,Berat_6_20260616_142129,989,574945683000,,right,future_after_recording_end
train,Berat,Berat_6_20260616_142129,999,575279016000,,right,future_after_recording_end
train,Berat,Berat_7_20260616_142358,819,718045682000,719045682000.0,right,valid
train,Berat,Berat_7_20260616_142358,829,718379015000,719379015000.0,right,valid
train,Berat,Berat_7_20260616_142358,839,718712349000,719712349000.0,right,valid
train,Berat,Berat_7_20260616_142358,849,719045682000,720045682000.0,right,valid
train,Berat,Berat_7_20260616_142358,859,719379015000,720379015000.0,right,valid
train,Berat,Berat_7_20260616_142358,869,719712349000,720712348000.0,right,valid
train,Berat,Berat_7_20260616_142358,879,720045682000,721045682000.0,right,valid
train,Berat,Berat_7_20260616_142358,889,720379015000,721379015000.0,right,valid
train,Berat,Berat_7_20260616_142358,899,720712348000,721712348000.0,right,valid
train,Berat,Berat_7_20260616_142358,909,721045682000,722045682000.0,right,valid
train,Berat,Berat_7_20260616_142358,919,721379015000,722379015000.0,right,valid
train,Berat,Berat_7_20260616_142358,929,721712348000,722712348000.0,right,valid
train,Berat,Berat_7_20260616_142358,939,722045682000,723045681000.0,right,valid
train,Berat,Berat_7_20260616_142358,949,722379015000,723379015000.0,right,valid
train,Berat,Berat_7_20260616_142358,959,722712348000,723712348000.0,right,valid
train,Berat,Berat_7_20260616_142358,969,723045681000,,right,future_after_recording_end
train,Berat,Berat_7_20260616_142358,979,723379015000,,right,future_after_recording_end
train,Berat,Berat_7_20260616_142358,989,723712348000,,right,future_after_recording_end
train,Berat,Berat_8_20260616_142539,1019,825545681000,826545681000.0,right,valid
train,Berat,Berat_8_20260616_142539,1029,825879014000,826879014000.0,right,valid
train,Berat,Berat_8_20260616_142539,1039,826212347000,827212347000.0,right,valid
train,Berat,Berat_8_20260616_142539,1049,826545681000,827545681000.0,right,valid
train,Berat,Berat_8_20260616_142539,1059,826879014000,827879014000.0,right,valid
train,Berat,Berat_8_20260616_142539,1069,827212347000,828212347000.0,right,valid
train,Berat,Berat_8_20260616_142539,1079,827545681000,828545681000.0,right,valid
train,Berat,Berat_8_20260616_142539,1089,827879014000,828879014000.0,right,valid
train,Berat,Berat_8_20260616_142539,1099,828212347000,829212347000.0,right,valid
train,Berat,Berat_8_20260616_142539,1109,828545681000,829545680000.0,right,valid
train,Berat,Berat_8_20260616_142539,1119,828879014000,829879014000.0,right,valid
train,Berat,Berat_8_20260616_142539,1129,829212347000,830212347000.0,right,valid
train,Berat,Berat_8_20260616_142539,1139,829545680000,830545680000.0,right,valid
train,Berat,Berat_8_20260616_142539,1149,829879014000,830879014000.0,right,valid
train,Berat,Berat_8_20260616_142539,1159,830212347000,831212347000.0,right,future_hand_tracking_invalid
train,Berat,Berat_8_20260616_142539,1169,830545680000,,right,future_after_recording_end
train,Berat,Berat_8_20260616_142539,1179,830879014000,,right,future_after_recording_end
train,Berat,Berat_8_20260616_142539,1189,831212347000,,right,future_after_recording_end
train,Berat,Berat_9_20260616_142847,919,1010579012000,1011579012000.0,right,valid
train,Berat,Berat_9_20260616_142847,929,1010912345000,1011912345000.0,right,valid
train,Berat,Berat_9_20260616_142847,939,1011245679000,1012245679000.0,right,valid
train,Berat,Berat_9_20260616_142847,949,1011579012000,1012579012000.0,right,valid
train,Berat,Berat_9_20260616_142847,959,1011912345000,1012912345000.0,right,valid
train,Berat,Berat_9_20260616_142847,969,1012245679000,1013245678000.0,right,valid
train,Berat,Berat_9_20260616_142847,979,1012579012000,1013579012000.0,right,valid
train,Berat,Berat_9_20260616_142847,989,1012912345000,1013912345000.0,right,valid
train,Berat,Berat_9_20260616_142847,999,1013245678000,1014245678000.0,right,valid
train,Berat,Berat_9_20260616_142847,1009,1013579012000,1014579012000.0,right,valid
train,Berat,Berat_9_20260616_142847,1019,1013912345000,1014912345000.0,right,valid
train,Berat,Berat_9_20260616_142847,1029,1014245678000,1015245678000.0,right,valid
train,Berat,Berat_9_20260616_142847,1039,1014579012000,1015579012000.0,right,valid
train,Berat,Berat_9_20260616_142847,1049,1014912345000,1015912345000.0,right,valid
train,Berat,Berat_9_20260616_142847,1059,1015245678000,1016245678000.0,right,valid
train,Berat,Berat_9_20260616_142847,1069,1015579012000,1016579011000.0,right,valid
train,Berat,Berat_9_20260616_142847,1079,1015912345000,1016912345000.0,right,valid
train,Berat,Berat_9_20260616_142847,1089,1016245678000,1017245678000.0,right,future_hand_tracking_invalid
train,Berat,Berat_9_20260616_142847,1099,1016579011000,,right,future_after_recording_end
train,Berat,Berat_9_20260616_142847,1109,1016912345000,,right,future_after_recording_end
train,Berat,Berat_9_20260616_142847,1119,1017245678000,,right,future_after_recording_end
train,Felix,Felix_1_20260604_171946,839,8475078898000,8476078898000.0,right,valid
train,Felix,Felix_1_20260604_171946,849,8475412231000,8476412231000.0,right,valid
train,Felix,Felix_1_20260604_171946,859,8475745565000,8476745564000.0,right,valid
train,Felix,Felix_1_20260604_171946,869,8476078898000,8477078898000.0,right,valid
train,Felix,Felix_1_20260604_171946,879,8476412231000,8477412231000.0,right,valid
train,Felix,Felix_1_20260604_171946,889,8476745564000,8477745564000.0,right,valid
train,Felix,Felix_1_20260604_171946,899,8477078898000,8478078898000.0,right,valid
train,Felix,Felix_1_20260604_171946,909,8477412231000,8478412231000.0,right,valid
train,Felix,Felix_1_20260604_171946,919,8477745564000,8478745564000.0,right,valid
train,Felix,Felix_1_20260604_171946,929,8478078898000,8479078898000.0,right,valid
train,Felix,Felix_1_20260604_171946,939,8478412231000,8479412231000.0,right,valid
train,Felix,Felix_1_20260604_171946,949,8478745564000,8479745564000.0,right,valid
train,Felix,Felix_1_20260604_171946,959,8479078898000,8480078897000.0,right,future_slam_pose_invalid
train,Felix,Felix_1_20260604_171946,969,8479412231000,,right,future_after_recording_end
train,Felix,Felix_1_20260604_171946,979,8479745564000,,right,future_after_recording_end
train,Felix,Felix_1_20260604_171946,989,8480078897000,,right,future_after_recording_end
train,Felix,Felix_2_20260604_172102,789,8549640008000,8550640008000.0,right,valid
train,Felix,Felix_2_20260604_172102,799,8549973342000,8550973342000.0,right,valid
train,Felix,Felix_2_20260604_172102,809,8550306675000,8551306675000.0,right,valid
train,Felix,Felix_2_20260604_172102,819,8550640008000,8551640008000.0,right,valid
train,Felix,Felix_2_20260604_172102,829,8550973342000,8551973342000.0,right,valid
train,Felix,Felix_2_20260604_172102,839,8551306675000,8552306675000.0,right,valid
train,Felix,Felix_2_20260604_172102,849,8551640008000,8552640008000.0,right,valid
train,Felix,Felix_2_20260604_172102,859,8551973342000,8552973341000.0,right,valid
train,Felix,Felix_2_20260604_172102,869,8552306675000,8553306675000.0,right,valid
train,Felix,Felix_2_20260604_172102,879,8552640008000,8553640008000.0,right,valid
train,Felix,Felix_2_20260604_172102,889,8552973341000,8553973341000.0,right,valid
train,Felix,Felix_2_20260604_172102,899,8553306675000,8554306675000.0,right,valid
train,Felix,Felix_2_20260604_172102,909,8553640008000,8554640008000.0,right,valid
train,Felix,Felix_2_20260604_172102,919,8553973341000,8554973341000.0,right,valid
train,Felix,Felix_2_20260604_172102,929,8554306675000,8555306675000.0,right,valid
train,Felix,Felix_2_20260604_172102,939,8554640008000,8555640008000.0,right,valid
train,Felix,Felix_2_20260604_172102,949,8554973341000,8555973341000.0,right,valid
train,Felix,Felix_2_20260604_172102,959,8555306675000,8556306674000.0,right,valid
train,Felix,Felix_2_20260604_172102,969,8555640008000,,right,future_after_recording_end
train,Felix,Felix_2_20260604_172102,979,8555973341000,,right,future_after_recording_end
train,Felix,Felix_2_20260604_172102,989,8556306674000,,right,future_after_recording_end
train,Felix,Felix_3_20260604_172212,809,8620078897000,8621078896000.0,right,valid
train,Felix,Felix_3_20260604_172212,819,8620412230000,8621412230000.0,right,valid
train,Felix,Felix_3_20260604_172212,829,8620745563000,8621745563000.0,right,valid
train,Felix,Felix_3_20260604_172212,839,8621078896000,8622078896000.0,right,valid
train,Felix,Felix_3_20260604_172212,849,8621412230000,8622412230000.0,right,valid
train,Felix,Felix_3_20260604_172212,859,8621745563000,8622745563000.0,right,valid
train,Felix,Felix_3_20260604_172212,869,8622078896000,8623078896000.0,right,valid
train,Felix,Felix_3_20260604_172212,879,8622412230000,8623412230000.0,right,valid
train,Felix,Felix_3_20260604_172212,889,8622745563000,8623745563000.0,right,valid
train,Felix,Felix_3_20260604_172212,899,8623078896000,8624078896000.0,right,valid
train,Felix,Felix_3_20260604_172212,909,8623412230000,8624412229000.0,right,valid
train,Felix,Felix_3_20260604_172212,919,8623745563000,8624745563000.0,right,valid
train,Felix,Felix_3_20260604_172212,929,8624078896000,8625078896000.0,right,valid
train,Felix,Felix_3_20260604_172212,939,8624412229000,8625412229000.0,right,valid
train,Felix,Felix_3_20260604_172212,949,8624745563000,8625745563000.0,right,future_hand_tracking_invalid
train,Felix,Felix_3_20260604_172212,959,8625078896000,,right,future_after_recording_end
train,Felix,Felix_3_20260604_172212,969,8625412229000,,right,future_after_recording_end
train,Felix,Felix_3_20260604_172212,979,8625745563000,,right,future_after_recording_end
train,Jan,Jan_1_20260604_161550,819,4638145583000,4639145583000.0,right,valid
train,Jan,Jan_1_20260604_161550,829,4638478916000,4639478916000.0,right,valid
train,Jan,Jan_1_20260604_161550,839,4638812250000,4639812250000.0,right,valid
train,Jan,Jan_1_20260604_161550,849,4639145583000,4640145583000.0,right,valid
train,Jan,Jan_1_20260604_161550,859,4639478916000,4640478916000.0,right,valid
train,Jan,Jan_1_20260604_161550,869,4639812250000,4640812249000.0,right,valid
train,Jan,Jan_1_20260604_161550,879,4640145583000,4641145583000.0,right,valid
train,Jan,Jan_1_20260604_161550,889,4640478916000,4641478916000.0,right,valid
train,Jan,Jan_1_20260604_161550,899,4640812249000,4641812249000.0,right,valid
train,Jan,Jan_1_20260604_161550,909,4641145583000,4642145583000.0,right,valid
train,Jan,Jan_1_20260604_161550,919,4641478916000,4642478916000.0,right,valid
train,Jan,Jan_1_20260604_161550,929,4641812249000,4642812249000.0,right,valid
train,Jan,Jan_1_20260604_161550,939,4642145583000,4643145583000.0,right,valid
train,Jan,Jan_1_20260604_161550,949,4642478916000,4643478916000.0,right,valid
train,Jan,Jan_1_20260604_161550,959,4642812249000,4643812249000.0,right,valid
train,Jan,Jan_1_20260604_161550,969,4643145583000,,right,future_after_recording_end
train,Jan,Jan_1_20260604_161550,979,4643478916000,,right,future_after_recording_end
train,Jan,Jan_1_20260604_161550,989,4643812249000,,right,future_after_recording_end
train,Jan,Jan_2_20260604_161704,889,4713612249000,4714612249000.0,right,valid
train,Jan,Jan_2_20260604_161704,899,4713945582000,4714945582000.0,right,valid
train,Jan,Jan_2_20260604_161704,909,4714278915000,4715278915000.0,right,valid
train,Jan,Jan_2_20260604_161704,919,4714612249000,4715612249000.0,right,valid
train,Jan,Jan_2_20260604_161704,929,4714945582000,4715945582000.0,right,valid
train,Jan,Jan_2_20260604_161704,939,4715278915000,4716278915000.0,right,valid
train,Jan,Jan_2_20260604_161704,949,4715612249000,4716612249000.0,right,valid
train,Jan,Jan_2_20260604_161704,959,4715945582000,4716945582000.0,right,valid
train,Jan,Jan_2_20260604_161704,969,4716278915000,4717278915000.0,right,valid
train,Jan,Jan_2_20260604_161704,979,4716612249000,4717612248000.0,right,valid
train,Jan,Jan_2_20260604_161704,989,4716945582000,4717945582000.0,right,valid
train,Jan,Jan_2_20260604_161704,999,4717278915000,4718278915000.0,right,future_hand_tracking_invalid
train,Jan,Jan_2_20260604_161704,1009,4717612248000,,right,future_after_recording_end
train,Jan,Jan_2_20260604_161704,1019,4717945582000,,right,future_after_recording_end
train,Jan,Jan_2_20260604_161704,1029,4718278915000,,right,future_after_recording_end
train,Jan,Jan_3_20260604_161835,899,4805878914000,4806878914000.0,right,valid
train,Jan,Jan_3_20260604_161835,909,4806212248000,4807212248000.0,right,valid
train,Jan,Jan_3_20260604_161835,919,4806545581000,4807545581000.0,right,valid
train,Jan,Jan_3_20260604_161835,929,4806878914000,4807878914000.0,right,valid
train,Jan,Jan_3_20260604_161835,939,4807212248000,4808212248000.0,right,valid
train,Jan,Jan_3_20260604_161835,949,4807545581000,4808545581000.0,right,valid
train,Jan,Jan_3_20260604_161835,959,4807878914000,4808878914000.0,right,valid
train,Jan,Jan_3_20260604_161835,969,4808212248000,,right,future_after_recording_end
train,Jan,Jan_3_20260604_161835,979,4808545581000,,right,future_after_recording_end
train,Jan,Jan_3_20260604_161835,989,4808878914000,,right,future_after_recording_end
train,Jan,Jan_4_20260604_162000,829,4888012247000,4889012247000.0,right,valid
train,Jan,Jan_4_20260604_162000,839,4888345581000,4889345580000.0,right,valid
train,Jan,Jan_4_20260604_162000,849,4888678914000,4889678914000.0,right,valid
train,Jan,Jan_4_20260604_162000,859,4889012247000,4890012247000.0,right,valid
train,Jan,Jan_4_20260604_162000,869,4889345580000,4890345580000.0,right,valid
train,Jan,Jan_4_20260604_162000,879,4889678914000,4890678914000.0,right,valid
train,Jan,Jan_4_20260604_162000,889,4890012247000,4891012247000.0,right,valid
train,Jan,Jan_4_20260604_162000,899,4890345580000,4891345580000.0,right,valid
train,Jan,Jan_4_20260604_162000,909,4890678914000,4891678914000.0,right,valid
train,Jan,Jan_4_20260604_162000,919,4891012247000,4892012247000.0,right,valid
train,Jan,Jan_4_20260604_162000,929,4891345580000,4892345580000.0,right,valid
train,Jan,Jan_4_20260604_162000,939,4891678914000,4892678913000.0,right,valid
train,Jan,Jan_4_20260604_162000,949,4892012247000,4893012247000.0,right,valid
train,Jan,Jan_4_20260604_162000,959,4892345580000,4893345580000.0,right,valid
train,Jan,Jan_4_20260604_162000,969,4892678913000,,right,future_after_recording_end
train,Jan,Jan_4_20260604_162000,979,4893012247000,,right,future_after_recording_end
train,Jan,Jan_4_20260604_162000,989,4893345580000,,right,future_after_recording_end
train,Jan,Jan_5_20260604_162111,989,4964478913000,4965478913000.0,right,valid
train,Jan,Jan_5_20260604_162111,999,4964812246000,4965812246000.0,right,valid
train,Jan,Jan_5_20260604_162111,1009,4965145579000,4966145579000.0,right,valid
train,Jan,Jan_5_20260604_162111,1019,4965478913000,4966478912000.0,right,valid
train,Jan,Jan_5_20260604_162111,1029,4965812246000,4966812246000.0,right,valid
train,Jan,Jan_5_20260604_162111,1039,4966145579000,4967145579000.0,right,valid
train,Jan,Jan_5_20260604_162111,1049,4966478912000,4967478912000.0,right,valid
train,Jan,Jan_5_20260604_162111,1059,4966812246000,4967812246000.0,right,valid
train,Jan,Jan_5_20260604_162111,1069,4967145579000,4968145579000.0,right,valid
train,Jan,Jan_5_20260604_162111,1079,4967478912000,,right,future_after_recording_end
train,Jan,Jan_5_20260604_162111,1089,4967812246000,,right,future_after_recording_end
train,Jan,Jan_5_20260604_162111,1099,4968145579000,,right,future_after_recording_end
train,Jola,Jola_2_20260624_131246,1189,3488369609000,3489369609000.0,right,valid
train,Jola,Jola_2_20260624_131246,1199,3488702942000,3489702942000.0,right,valid
train,Jola,Jola_2_20260624_131246,1209,3489036276000,3490036276000.0,right,valid
train,Jola,Jola_2_20260624_131246,1219,3489369609000,3490369609000.0,right,valid
train,Jola,Jola_2_20260624_131246,1229,3489702942000,3490702942000.0,right,valid
train,Jola,Jola_2_20260624_131246,1239,3490036276000,3491036276000.0,right,valid
train,Jola,Jola_2_20260624_131246,1249,3490369609000,3491369609000.0,right,valid
train,Jola,Jola_2_20260624_131246,1259,3490702942000,3491702942000.0,right,valid
train,Jola,Jola_2_20260624_131246,1269,3491036276000,,right,future_after_recording_end
train,Jola,Jola_2_20260624_131246,1279,3491369609000,,right,future_after_recording_end
train,Jola,Jola_2_20260624_131246,1289,3491702942000,,right,future_after_recording_end
train,Jola,Jola_3_20260624_131435,1129,3594936276000,3595936276000.0,right,valid
train,Jola,Jola_3_20260624_131435,1139,3595269609000,3596269609000.0,right,valid
train,Jola,Jola_3_20260624_131435,1149,3595602942000,3596602942000.0,right,valid
train,Jola,Jola_3_20260624_131435,1159,3595936276000,3596936276000.0,right,valid
train,Jola,Jola_3_20260624_131435,1169,3596269609000,3597269609000.0,right,valid
train,Jola,Jola_3_20260624_131435,1179,3596602942000,3597602942000.0,right,valid
train,Jola,Jola_3_20260624_131435,1189,3596936276000,3597936276000.0,right,valid
train,Jola,Jola_3_20260624_131435,1199,3597269609000,,right,future_after_recording_end
train,Jola,Jola_3_20260624_131435,1209,3597602942000,,right,future_after_recording_end
train,Jola,Jola_3_20260624_131435,1219,3597936276000,,right,future_after_recording_end
train,Julienco,Julienco_1_20260624_125251,829,2281036275000,2282036275000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,839,2281369609000,2282369609000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,849,2281702942000,2282702942000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,859,2282036275000,2283036275000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,869,2282369609000,2283369609000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,879,2282702942000,2283702942000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,889,2283036275000,2284036275000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,899,2283369609000,2284369609000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,909,2283702942000,2284702942000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,919,2284036275000,2285036275000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,929,2284369609000,2285369609000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,939,2284702942000,2285702942000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,949,2285036275000,2286036275000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,959,2285369609000,2286369609000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,969,2285702942000,2286702942000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,979,2286036275000,2287036275000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,989,2286369609000,2287369609000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,999,2286702942000,2287702942000.0,right,valid
train,Julienco,Julienco_1_20260624_125251,1009,2287036275000,,right,future_after_recording_end
train,Julienco,Julienco_1_20260624_125251,1019,2287369609000,,right,future_after_recording_end
train,Julienco,Julienco_1_20260624_125251,1029,2287702942000,,right,future_after_recording_end
train,Julienco,Julienco_4_2_20260624_125830,819,2619602942000,2620602942000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,829,2619936276000,2620936276000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,839,2620269609000,2621269609000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,849,2620602942000,2621602942000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,859,2620936276000,2621936276000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,869,2621269609000,2622269609000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,879,2621602942000,2622602942000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,889,2621936276000,2622936276000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,899,2622269609000,2623269609000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,909,2622602942000,2623602942000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,919,2622936276000,2623936276000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,929,2623269609000,2624269609000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,939,2623602942000,2624602942000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,949,2623936276000,2624936276000.0,right,valid
train,Julienco,Julienco_4_2_20260624_125830,959,2624269609000,2625269609000.0,right,future_hand_tracking_invalid
train,Julienco,Julienco_4_2_20260624_125830,969,2624602942000,2625602942000.0,right,future_hand_tracking_invalid
train,Julienco,Julienco_4_2_20260624_125830,979,2624936276000,2625936276000.0,right,future_hand_tracking_invalid
train,Julienco,Julienco_4_2_20260624_125830,989,2625269609000,2626269609000.0,right,future_hand_tracking_invalid
train,Julienco,Julienco_4_2_20260624_125830,999,2625602942000,,right,future_after_recording_end
train,Julienco,Julienco_4_2_20260624_125830,1009,2625936276000,,right,future_after_recording_end
train,Julienco,Julienco_4_2_20260624_125830,1019,2626269609000,,right,future_after_recording_end
train,Julienco,Julienco_6_20260624_130048,829,2757836276000,2758836276000.0,right,valid
train,Julienco,Julienco_6_20260624_130048,839,2758169609000,2759169609000.0,right,valid
train,Julienco,Julienco_6_20260624_130048,849,2758502943000,2759502943000.0,right,valid
train,Julienco,Julienco_6_20260624_130048,859,2758836276000,2759836276000.0,right,valid
train,Julienco,Julienco_6_20260624_130048,869,2759169609000,2760169609000.0,right,valid
train,Julienco,Julienco_6_20260624_130048,879,2759502943000,2760502943000.0,right,valid
train,Julienco,Julienco_6_20260624_130048,889,2759836276000,2760836276000.0,right,valid
train,Julienco,Julienco_6_20260624_130048,899,2760169609000,2761169609000.0,right,valid
