split,participant,sequence_id,status,eligible,reasons,receiving_hand_id,receiving_hand,handover_start_timestamp_ns,handover_end_timestamp_ns,handover_duration_seconds,aggregation_start_timestamp_ns,aggregation_end_timestamp_ns,stable_window_lag_seconds,candidate_rows,valid_samples,valid_ratio,valid_span_seconds,position_p90_deviation_m,orientation_p90_deviation_deg,target_x_m,target_y_m,target_z_m,target_qx,target_qy,target_qz,target_qw
train,Angelina,Angelina_7_20260715_153539,accepted,True,,0,left,2263036275000,2267902942000,4.866667,2267402942000,2267902942000,0.0,16,13,0.8125,0.4,0.002311445265045232,1.4590677135029042,-0.2346392720937729,0.3808746039867401,0.1283407211303711,-0.48060280084609985,0.3632274270057678,-0.25781163573265076,0.7553938627243042
train,Angelina,Angelina_8_20260715_153620,accepted,True,,0,left,2307702942000,2316236275000,8.533333,2315736275000,2316236275000,0.0,16,13,0.8125,0.4,0.008646123959658214,2.4795780989316767,-0.5384619832038879,0.582626461982727,-0.048535898327827454,0.25988414883613586,-0.5491703152656555,-0.792528510093689,0.052638038992881775
train,Angelina,Angelina_9_20260715_153718,accepted,True,,0,left,2358436275000,2362669609000,4.233334,2362136275000,2362636275000,0.033334,16,12,0.75,0.366667,0.0021942748738483448,1.1355317432531356,-0.258236289024353,0.364821195602417,0.10922764241695404,-0.4949325621128082,0.37204352021217346,-0.24108143150806427,0.747331976890564
train,Berat,Berat_10_20260616_142950,accepted,True,,1,right,1074179011000,1080479011000,6.3,1079979011000,1080479011000,0.0,16,14,0.875,0.433333,0.003023089926503444,0.8663953028617866,0.29485005140304565,0.2822474539279938,0.0015662740916013718,0.4347268342971802,0.4913373291492462,0.5140690207481384,0.5525696277618408
train,Berat,Berat_1_20260604_154611,accepted,True,,1,right,2867378959000,2871545625000,4.166666,2871045625000,2871545625000,0.0,16,13,0.8125,0.4,0.006706671326731935,2.4775948644972168,0.21198995411396027,0.5870234966278076,0.13930074870586395,-0.2263668328523636,-0.19615082442760468,0.4272907078266144,0.8530566096305847
train,Berat,Berat_3_20260604_154928,accepted,True,,1,right,3061278956000,3065945623000,4.666667,3064845623000,3065345623000,0.6,16,16,1.0,0.5,0.04456249919878333,12.064013008962615,0.1885242760181427,0.5395777821540833,0.15169858932495117,-0.26185452938079834,-0.16499780118465424,0.4639497399330139,0.8300352692604065
train,Berat,Berat_4_20260604_155100,accepted,True,,1,right,3154978956000,3159212289000,4.233333,3158712289000,3159212289000,0.0,16,13,0.8125,0.4,0.04630181100788593,21.19074956195089,0.37274986505508423,0.6447203755378723,0.022543853148818016,0.12594029307365417,0.5094748139381409,0.6245039105415344,0.5784196257591248
train,Berat,Berat_5_20260604_155234,accepted,True,,1,right,3258812287000,3263145620000,4.333333,3262645620000,3263145620000,0.0,16,13,0.8125,0.4,0.009612054998527228,1.3835398132496703,0.18703924119472504,0.5438096523284912,0.15057694911956787,-0.21722795069217682,-0.17791929841041565,0.466676265001297,0.8386715650558472
train,Berat,Berat_6_20260616_142129,accepted,True,,1,right,570479017000,575545683000,5.066666,574179016000,574679016000,0.866667,16,16,1.0,0.5,0.042018678888799066,6.435541362811499,0.16124272346496582,0.3725399672985077,0.06375917792320251,-0.37990033626556396,-0.23378896713256836,0.3261120319366455,0.8334683179855347
train,Berat,Berat_7_20260616_142358,accepted,True,,1,right,717745682000,724012348000,6.266666,723512348000,724012348000,0.0,16,13,0.8125,0.4,0.002402502810631377,0.6211422980845581,0.3387611508369446,0.3843289017677307,-0.0030741633381694555,0.31666097044944763,0.551864743232727,0.5083580613136292,0.5802958011627197
train,Berat,Berat_8_20260616_142539,accepted,True,,1,right,825445681000,831212347000,5.766666,830712347000,831212347000,0.0,16,13,0.8125,0.4,0.004243933497290688,2.246323969436684,0.3483761250972748,0.30884069204330444,-0.0025291889905929565,0.4365794360637665,0.5178090333938599,0.5259031653404236,0.5144881010055542
train,Berat,Berat_9_20260616_142847,accepted,True,,1,right,1010445679000,1017279011000,6.833332,1016779011000,1017279011000,0.0,16,13,0.8125,0.4,0.001313927132584478,0.8096850886375914,0.35469040274620056,0.3299119770526886,-0.007420807145535946,0.393435537815094,0.5275769233703613,0.5196631550788879,0.5448130965232849
train,David,David_1_20260715_140439,accepted,True,,1,right,1579902942000,1585502942000,5.6,1585002943000,1585502942000,0.0,16,14,0.875,0.433333,0.0019204534311482932,1.2229020687253165,0.19485408067703247,0.4212052524089813,0.11761752516031265,-0.37009647488594055,-0.40771982073783875,0.3227711021900177,0.7698129415512085
train,David,David_2_20260715_140628,accepted,True,,1,right,1687236276000,1692402942000,5.166666,1691902942000,1692402942000,0.0,16,14,0.875,0.433334,0.0015874523873962078,1.0526337133993264,0.20307454466819763,0.4361523687839508,0.1166754961013794,-0.435843288898468,-0.41280224919319153,0.35847389698028564,0.7149345278739929
train,David,David_3_20260715_140810,accepted,True,,1,right,1787369609000,1792669609000,5.3,1792102943000,1792602942000,0.066667,16,12,0.75,0.366666,0.0026340012661705795,1.1359285549654479,0.16721460223197937,0.3996046781539917,0.15965865552425385,-0.3632013201713562,-0.38180238008499146,0.3479958772659302,0.7753776907920837
train,David,David_4_20260715_140931,accepted,True,,1,right,1867369609000,1874136275000,6.766666,1873636275000,1874136275000,0.0,16,14,0.875,0.433334,0.002150662940419678,0.7413304740056176,-0.4115849733352661,0.4193868637084961,0.15145686268806458,-0.14605173468589783,-0.4706764817237854,0.7130078673362732,0.4987507462501526
train,David,David_5_20260715_141027,accepted,True,,0,left,1926569609000,1932469609000,5.9,1931969609000,1932469609000,0.0,16,13,0.8125,0.4,0.003027627080016352,1.1436712043209787,-0.21597445011138916,0.35583773255348206,0.1084296852350235,-0.3824376165866852,0.4028708338737488,-0.34714946150779724,0.7555949687957764
train,David,David_6_20260715_141130,accepted,True,,0,left,1988936275000,1995002942000,6.066667,1994502942000,1995002942000,0.0,16,13,0.8125,0.4,0.0033080684653717433,1.1122726073529963,-0.23549553751945496,0.3758940100669861,0.09508723765611649,-0.4166092276573181,0.41121557354927063,-0.3046393096446991,0.7513543367385864
train,David,david_7_20260715_141225,accepted,True,,0,left,2044069609000,2049402942000,5.333333,2048902942000,2049402942000,0.0,16,14,0.875,0.433333,0.002013301825569574,1.0789383590146295,-0.2663748264312744,0.4276861548423767,0.08438478410243988,-0.4082690179347992,0.4279438853263855,-0.3764936923980713,0.7130448222160339
train,David,david_8_20260715_141314,accepted,True,,0,left,2094402942000,2099269609000,4.866667,2098769609000,2099269609000,0.0,16,13,0.8125,0.4,0.0018270636061111646,1.3559463793759983,-0.233343705534935,0.44284602999687195,0.09338168799877167,-0.38824132084846497,0.39762526750564575,-0.38735172152519226,0.7356095910072327
train,Felix,Felix_2_20260604_172102,accepted,True,,1,right,8549406675000,8556440008000,7.033333,8555940008000,8556440008000,0.0,16,12,0.75,0.366666,0.010466132722571788,5.114274757070589,0.35204774141311646,0.7483118772506714,-0.0959104597568512,0.12073399871587753,-0.027515854686498642,0.8416491746902466,0.5256356596946716
train,Felix,Felix_3_20260604_172212,accepted,True,,1,right,8620045563000,8625812229000,5.766666,8625312229000,8625812229000,0.0,16,13,0.8125,0.4,0.01486930428559073,1.78851547548458,0.33946168422698975,0.7153664231300354,-0.014293605461716652,0.027171382680535316,0.6416659355163574,0.5683463215827942,0.5143043398857117
train,Felix,Felix_4_20260604_172358,accepted,True,,1,right,8727345562000,8732612228000,5.266666,8732112228000,8732612228000,0.0,16,13,0.8125,0.4,0.005206153126776079,1.567667329410991,0.2978673279285431,0.6992431282997131,-0.01206717174500227,0.11544341593980789,0.5828580260276794,0.6131514310836792,0.5205714702606201
train,Florian,Florian_10_20260715_151601,accepted,True,,0,left,1099069609000,1104136275000,5.066666,1103636275000,1104136275000,0.0,16,14,0.875,0.433334,0.0024302270652377597,0.8650802146210521,-0.2393295168876648,0.4670776426792145,0.1197071522474289,-0.6068403720855713,0.29374584555625916,-0.25762107968330383,0.6921629309654236
train,Florian,Florian_1_20260715_150317,accepted,True,,1,right,342702942000,346702942000,4.0,346202943000,346702942000,0.0,16,14,0.875,0.433333,0.0015634110213874183,0.8584815189546131,0.17018792033195496,0.39915573596954346,0.13953739404678345,-0.49632617831230164,-0.3442883789539337,0.4277550280094147,0.6724221110343933
train,Florian,Florian_2_20260715_150637,accepted,True,,1,right,544036276000,547436276000,3.4,546936276000,547436276000,0.0,16,14,0.875,0.433333,0.0010683616553650466,0.7738400370939665,0.15859436988830566,0.4565254747867584,0.09974470734596252,-0.4417307674884796,-0.36021724343299866,0.4972698390483856,0.654094934463501
train,Florian,Florian_3_20260715_150741,accepted,True,,1,right,608802942000,612569609000,3.766667,612069609000,612569609000,0.0,16,13,0.8125,0.4,0.0014082962080175902,1.0832206252962082,0.1301059126853943,0.44096091389656067,0.08876480162143707,-0.47104009985923767,-0.3328508734703064,0.47398844361305237,0.6653318405151367
train,Florian,Florian_4_20260715_150849,accepted,True,,1,right,679602942000,683302943000,3.700001,682769609000,683269609000,0.033334,16,13,0.8125,0.4,0.0015949658557195515,0.6938860875666615,0.1507798135280609,0.41028091311454773,0.08804050087928772,-0.4262367784976959,-0.4146933853626251,0.4204421639442444,0.6852591037750244
train,Florian,Florian_5_20260715_150959,accepted,True,,1,right,748602942000,753436276000,4.833334,752936276000,753436276000,0.0,16,13,0.8125,0.4,0.0027491756861654716,0.8916947744856004,0.15679658949375153,0.4738382399082184,0.13876581192016602,-0.45801010727882385,-0.3582229018211365,0.42539650201797485,0.6934990286827087
train,Florian,Florian_6_20260715_151126,accepted,True,,0,left,833002942000,837802942000,4.8,837302942000,837802942000,0.0,16,14,0.875,0.433333,0.0029951468562282096,0.827595696934115,-0.2231893390417099,0.44766080379486084,0.12105502188205719,-0.5651300549507141,0.3457656502723694,-0.23331664502620697,0.7117847204208374
train,Florian,Florian_7_20260715_151245,accepted,True,,0,left,910102943000,914802942000,4.699999,914302943000,914802942000,0.0,16,13,0.8125,0.399999,0.012639239155439207,1.1390007766580703,-0.23279884457588196,0.41691428422927856,0.1268559992313385,-0.578099250793457,0.3353799879550934,-0.22898176312446594,0.7077350616455078
train,Florian,Florian_8_20260715_151356,accepted,True,,0,left,975702942000,980602942000,4.9,980102943000,980602942000,0.0,16,14,0.875,0.433333,0.002743155018055404,0.9738844680176703,-0.24154379963874817,0.45534756779670715,0.1401960253715515,-0.5898078083992004,0.3253878057003021,-0.2228246033191681,0.7046976089477539
train,Florian,Florian_9_20260715_151452,accepted,True,,0,left,1039402942000,1044669609000,5.266667,1044169609000,1044669609000,0.0,16,14,0.875,0.433333,0.0020026718848893707,1.1619276143260895,-0.2440825253725052,0.4896465837955475,0.12980081140995026,-0.5490722060203552,0.3322264552116394,-0.21493689715862274,0.7361708283424377
train,Isa,Isa_10_20260730_182750,accepted,True,,0,left,1977469609000,1984669609000,7.2,1984169609000,1984669609000,0.0,16,13,0.8125,0.4,0.004427339064539567,0.7485952015219988,0.22999078035354614,0.31215354800224304,0.07493842393159866,-0.10471846908330917,0.5191522240638733,-0.7093420028686523,0.4651332497596741
train,Isa,Isa_11_20260730_182938,accepted,True,,0,left,2085936275000,2095736275000,9.8,2095236275000,2095736275000,0.0,16,14,0.875,0.433334,0.004994475430701614,1.1132451346530197,-0.1448955237865448,0.28269854187965393,0.04244449734687805,-0.3808622658252716,0.37834838032722473,-0.3468533754348755,0.7690833210945129
train,Isa,Isa_12_20260730_183049,accepted,True,,0,left,2154536275000,2161536275000,7.0,2161036275000,2161536275000,0.0,16,13,0.8125,0.4,0.0028863680005423876,0.8814434704453109,-0.1287357360124588,0.2864428162574768,0.04696866124868393,-0.3571593761444092,0.3636462092399597,-0.3374824821949005,0.7913938164710999
train,Isa,Isa_12_2_20260730_183154,accepted,True,,0,left,2220269609000,2236636275000,16.366666,2236136275000,2236636275000,0.0,16,14,0.875,0.433334,0.006128952879988263,1.0105707049359973,-0.16157332062721252,0.311450719833374,0.043120644986629486,-0.3478269875049591,0.3763805031776428,-0.3680941164493561,0.7757968902587891
train,Isa,Isa_13_20260730_183253,accepted,True,,0,left,2281169609000,2288236275000,7.066666,2287736275000,2288236275000,0.0,16,14,0.875,0.433334,0.0037109054330583457,1.1766629864531684,-0.14207328855991364,0.2921110987663269,0.05251539498567581,-0.34340572357177734,0.35520562529563904,-0.37610918283462524,0.7838643789291382
train,Isa,Isa_14_20260730_183443,accepted,True,,0,left,2390402942000,2396369609000,5.966667,2395869609000,2396369609000,0.0,16,13,0.8125,0.4,0.011507356243355962,1.9907936789213478,-0.15597592294216156,0.2653971016407013,0.059486642479896545,-0.32093411684036255,0.3366146981716156,-0.3403998613357544,0.8172023892402649
train,Isa,Isa_15_20260730_183544,accepted,True,,0,left,2448136275000,2456669609000,8.533334,2456169609000,2456669609000,0.0,16,14,0.875,0.433333,0.0047864046523597905,1.9459198644933398,-0.1508048176765442,0.29791098833084106,0.044289786368608475,-0.247591033577919,0.3111782371997833,-0.4156135320663452,0.8180050253868103
train,Isa,Isa_16_20260730_183636,accepted,True,,0,left,2502102943000,2509269609000,7.166666,2508769609000,2509269609000,0.0,16,14,0.875,0.433333,0.0023167837917312155,0.982203038767142,-0.14590439200401306,0.2731362283229828,0.041197486221790314,-0.31219083070755005,0.345169335603714,-0.3306354880332947,0.8210208415985107
train,Isa,Isa_17_20260730_183720,accepted,True,,0,left,2544736276000,2552936276000,8.2,2552436276000,2552936276000,0.0,16,15,0.9375,0.466666,0.00264424901125654,1.1065458857463732,-0.1443665325641632,0.2853601574897766,0.0531524159014225,-0.29886212944984436,0.3372606337070465,-0.326729953289032,0.8307732939720154
train,Isa,Isa_18_20260730_183810,accepted,True,,0,left,2592736276000,2600836276000,8.1,2600336276000,2600836276000,0.0,16,13,0.8125,0.4,0.0009591364964374635,0.68702072940842,-0.14451384544372559,0.2855866253376007,0.056366849690675735,-0.3432677090167999,0.32242897152900696,-0.3306022882461548,0.8178685307502747
train,Isa,Isa_19_20260730_183917,accepted,True,,1,right,2663169609000,2671702942000,8.533333,2671202942000,2671702942000,0.0,16,14,0.875,0.433334,0.0015557910288956404,0.7533267774541484,-0.2825741767883301,0.252199649810791,0.08385215699672699,-0.09086725115776062,-0.499580055475235,0.7281838059425354,0.4603382647037506
train,Isa,Isa_1_20260730_181722,accepted,True,,1,right,1352302942000,1359836276000,7.533334,1359336276000,1359836276000,0.0,16,14,0.875,0.433333,0.0035911186054298177,1.2263069582331212,0.1808309257030487,0.38191288709640503,0.09509021043777466,-0.5649685263633728,-0.34275341033935547,0.34110093116760254,0.6685662269592285
train,Isa,Isa_2_20260730_181847,accepted,True,,1,right,1432202942000,1442702942000,10.5,1442202942000,1442702942000,0.0,16,13,0.8125,0.4,0.003333856218769654,0.6985483092214814,0.1661553680896759,0.3617022931575775,0.046300437301397324,-0.5582911968231201,-0.35167405009269714,0.3534604012966156,0.6631003022193909
train,Isa,Isa_3_20260730_182001,accepted,True,,0,left,1507402942000,1515302942000,7.9,1514802942000,1515302942000,0.0,16,14,0.875,0.433333,0.007124200623516037,1.427465114192657,0.2737225890159607,0.33103251457214355,0.05815989151597023,-0.0655176192522049,0.45864373445510864,-0.7605629563331604,0.4548596739768982
train,Isa,Isa_4_20260730_182053,accepted,True,,0,left,1559869609000,1565736276000,5.866667,1565236276000,1565736276000,0.0,16,13,0.8125,0.4,0.003587364686071972,0.6653626248966463,0.2857493758201599,0.33574730157852173,0.058985136449337006,-0.16640600562095642,0.5386862754821777,-0.7161014080047607,0.4114910066127777
train,Isa,Isa_6_20260730_182331,accepted,True,,0,left,1717102942000,1724402942000,7.3,1723902942000,1724402942000,0.0,16,14,0.875,0.433333,0.005966094833598893,1.3579677629700895,0.27179139852523804,0.3456786274909973,0.09351202845573425,-0.12260822206735611,0.4915439188480377,-0.7269721627235413,0.4635334312915802
train,Isa,Isa_7_20260730_182452,accepted,True,,0,left,1797369609000,1803002942000,5.633333,1802502942000,1803002942000,0.0,16,14,0.875,0.433333,0.004541885393829749,1.1684284201837312,0.26646697521209717,0.3034295439720154,0.09959691762924194,-0.12600141763687134,0.48790058493614197,-0.7140095829963684,0.48607298731803894
train,Isa,Isa_8_20260730_182551,accepted,True,,0,left,1857936276000,1864936276000,7.0,1864436276000,1864936276000,0.0,16,14,0.875,0.433333,0.007346075273956948,1.0528958461550224,0.2866903245449066,0.31376975774765015,0.0930083766579628,-0.12080755084753036,0.4902727007865906,-0.747629702091217,0.43137916922569275
train,Isa,Isa_9_20260730_182655,accepted,True,,0,left,1921069609000,1930069609000,9.0,1929569609000,1930069609000,0.0,16,13,0.8125,0.4,0.003308042180373228,1.1513898126940487,0.24253343045711517,0.33122268319129944,0.09985725581645966,-0.13494746387004852,0.5289929509162903,-0.697370171546936,0.4643603563308716
train,Jan,Jan_1_20260604_161550,accepted,True,,1,right,4638078916000,4644045582000,5.966666,4643545582000,4644045582000,0.0,16,14,0.875,0.433334,0.009037281250576762,0.9667801438394144,0.4273299276828766,0.5254253149032593,0.013515215367078781,0.01825488731265068,0.29176974296569824,0.8025122880935669,0.5201069116592407
train,Jan,Jan_2_20260604_161704,accepted,True,,1,right,4713612249000,4718278915000,4.666666,4717778915000,4718278915000,0.0,16,13,0.8125,0.4,0.0022002319943604798,2.027249633834576,0.32007530331611633,0.5769001841545105,-0.0034335171803832054,0.2529694437980652,0.5344528555870056,0.5724605917930603,0.5680277347564697
train,Jan,Jan_3_20260604_161835,accepted,True,,1,right,4805578914000,4809078914000,3.5,4807612248000,4808112248000,0.966666,16,16,1.0,0.5,0.040349675908305946,17.127120086735033,0.18822923302650452,0.4586813449859619,0.11395741999149323,-0.34739333391189575,-0.1936432421207428,0.3860921263694763,0.8323178887367249
train,Jan,Jan_4_20260604_162000,accepted,True,,1,right,4887778914000,4893612247000,5.833333,4893112247000,4893612247000,0.0,16,15,0.9375,0.466666,0.004126943723820835,3.1022957024918254,0.3978852331638336,0.5193672776222229,0.003780613886192441,0.20485259592533112,0.516434371471405,0.6160871386528015,0.5583615303039551
train,Jan,Jan_5_20260604_162111,accepted,True,,1,right,4964478913000,4968445579000,3.966666,4967945579000,4968445579000,0.0,16,14,0.875,0.433333,0.00470969550913453,5.703343193229469,0.37857189774513245,0.5410415530204773,-0.00114472396671772,0.047210387885570526,0.38318488001823425,0.7424538135528564,0.5474512577056885
