sample_key,participant,sequence_id,endpoint_timestamp_ns,target_intention,predicted_intention,modality_gaze_weight,modality_hands_weight,modality_objects_weight,modality_vio_weight,modality_gaze_available,modality_hands_available,modality_objects_available,modality_vio_available
test|Edu_10_20260616_150412|3109812222000,Edu,Edu_10_20260616_150412,3109812222000,continue,continue,0.3280442953109741,0.251240998506546,0.1910164952278137,0.2296982407569885,True,True,True,True
test|Edu_10_20260616_150412|3110145555000,Edu,Edu_10_20260616_150412,3110145555000,continue,continue,0.3277422189712524,0.2470725327730178,0.1949932426214218,0.2301919758319854,True,True,True,True
test|Edu_10_20260616_150412|3110478888000,Edu,Edu_10_20260616_150412,3110478888000,continue,continue,0.3287361562252044,0.2458790242671966,0.1961135864257812,0.2292711734771728,True,True,True,True
test|Edu_10_20260616_150412|3110812222000,Edu,Edu_10_20260616_150412,3110812222000,continue,continue,0.3292621970176697,0.2424383163452148,0.1989046484231948,0.2293948531150818,True,True,True,True
test|Edu_10_20260616_150412|3111145555000,Edu,Edu_10_20260616_150412,3111145555000,continue,continue,0.3267938196659088,0.2424316108226776,0.1930574625730514,0.2377170920372009,True,True,True,True
test|Edu_10_20260616_150412|3111478888000,Edu,Edu_10_20260616_150412,3111478888000,continue,continue,0.3370130062103271,0.2389320880174636,0.1783392429351806,0.2457156628370285,True,True,True,True
test|Edu_10_20260616_150412|3111812222000,Edu,Edu_10_20260616_150412,3111812222000,continue,continue,0.3476356267929077,0.2405215799808502,0.1692114621400833,0.2426313459873199,True,True,True,True
test|Edu_10_20260616_150412|3112145555000,Edu,Edu_10_20260616_150412,3112145555000,continue,handover,0.3519654273986816,0.2403678447008133,0.1677236557006836,0.2399430721998214,True,True,True,True
test|Edu_10_20260616_150412|3112478888000,Edu,Edu_10_20260616_150412,3112478888000,continue,continue,0.3528085052967071,0.2283825129270553,0.1673015058040619,0.2515074610710144,True,True,True,True
test|Edu_10_20260616_150412|3112812221000,Edu,Edu_10_20260616_150412,3112812221000,continue,continue,0.3525064289569855,0.220877468585968,0.1646963655948639,0.2619197070598602,True,True,True,True
test|Edu_10_20260616_150412|3113145555000,Edu,Edu_10_20260616_150412,3113145555000,continue,continue,0.3542052805423736,0.2202688157558441,0.1636939346790313,0.2618320286273956,True,True,True,True
test|Edu_10_20260616_150412|3113478888000,Edu,Edu_10_20260616_150412,3113478888000,continue,continue,0.3541779518127441,0.2272161245346069,0.1597634255886078,0.2588424682617187,True,True,True,True
test|Edu_10_20260616_150412|3113812221000,Edu,Edu_10_20260616_150412,3113812221000,continue,continue,0.3492631316184997,0.2352356314659118,0.1561597436666488,0.2593414783477783,True,True,True,True
test|Edu_10_20260616_150412|3114145555000,Edu,Edu_10_20260616_150412,3114145555000,continue,continue,0.340341717004776,0.2496204525232315,0.1523928940296173,0.2576448917388916,True,True,True,True
test|Edu_10_20260616_150412|3114478888000,Edu,Edu_10_20260616_150412,3114478888000,continue,continue,0.3354663848876953,0.2658745646476745,0.1513980031013488,0.2472610175609588,True,True,True,True
test|Edu_10_20260616_150412|3114812221000,Edu,Edu_10_20260616_150412,3114812221000,continue,continue,0.338678628206253,0.2687576711177826,0.1529117375612259,0.2396518886089325,True,True,True,True
test|Edu_10_20260616_150412|3115145555000,Edu,Edu_10_20260616_150412,3115145555000,continue,continue,0.3438750207424164,0.2643612623214721,0.1547198146581649,0.2370439320802688,True,True,True,True
test|Edu_10_20260616_150412|3115478888000,Edu,Edu_10_20260616_150412,3115478888000,continue,continue,0.3430914878845215,0.2626200318336487,0.1550667881965637,0.2392217069864273,True,True,True,True
test|Edu_10_20260616_150412|3115812221000,Edu,Edu_10_20260616_150412,3115812221000,continue,continue,0.3448578119277954,0.2630730867385864,0.151528775691986,0.2405403405427932,True,True,True,True
test|Edu_10_20260616_150412|3116145554000,Edu,Edu_10_20260616_150412,3116145554000,continue,continue,0.3464272916316986,0.2649341523647308,0.1508490890264511,0.2377894073724746,True,True,True,True
test|Edu_10_20260616_150412|3116478888000,Edu,Edu_10_20260616_150412,3116478888000,continue,continue,0.3467830419540405,0.2682058811187744,0.153257131576538,0.2317538857460022,True,True,True,True
test|Edu_10_20260616_150412|3116812221000,Edu,Edu_10_20260616_150412,3116812221000,continue,continue,0.3435397744178772,0.2701030075550079,0.1589311361312866,0.2274260520935058,True,True,True,True
test|Edu_10_20260616_150412|3117145554000,Edu,Edu_10_20260616_150412,3117145554000,continue,continue,0.3363207280635834,0.2721962928771972,0.1658659279346466,0.2256170064210891,True,True,True,True
test|Edu_10_20260616_150412|3117478888000,Edu,Edu_10_20260616_150412,3117478888000,continue,continue,0.3298261761665344,0.2691484093666076,0.1744547933340072,0.2265706658363342,True,True,True,True
test|Edu_10_20260616_150412|3117812221000,Edu,Edu_10_20260616_150412,3117812221000,continue,continue,0.321855753660202,0.2658468186855316,0.1847653985023498,0.2275320887565612,True,True,True,True
test|Edu_10_20260616_150412|3118145554000,Edu,Edu_10_20260616_150412,3118145554000,continue,continue,0.3170384168624878,0.2582427263259887,0.1897370219230651,0.2349818795919418,True,True,True,True
test|Edu_10_20260616_150412|3118478888000,Edu,Edu_10_20260616_150412,3118478888000,continue,continue,0.3141340017318725,0.2495750784873962,0.190467894077301,0.2458229959011078,True,True,True,True
test|Edu_10_20260616_150412|3118812221000,Edu,Edu_10_20260616_150412,3118812221000,continue,continue,0.3122470378875732,0.2465200126171112,0.1892236024141311,0.2520093321800232,True,True,True,True
test|Edu_10_20260616_150412|3119145554000,Edu,Edu_10_20260616_150412,3119145554000,continue,continue,0.3150961697101593,0.242960900068283,0.1885664463043213,0.2533764541149139,True,True,True,True
test|Edu_10_20260616_150412|3119478887000,Edu,Edu_10_20260616_150412,3119478887000,continue,continue,0.318830132484436,0.2371045500040054,0.1863984614610672,0.2576668262481689,True,True,True,True
test|Edu_10_20260616_150412|3119812221000,Edu,Edu_10_20260616_150412,3119812221000,continue,handover,0.3219741582870483,0.228696659207344,0.1818444579839706,0.2674846649169922,True,True,True,True
test|Edu_10_20260616_150412|3120145554000,Edu,Edu_10_20260616_150412,3120145554000,continue,handover,0.3249995410442352,0.2221550196409225,0.1792644709348678,0.273580938577652,True,True,True,True
test|Edu_10_20260616_150412|3120478887000,Edu,Edu_10_20260616_150412,3120478887000,continue,handover,0.3273685276508331,0.2199354916810989,0.1759367734193802,0.2767591774463653,True,True,True,True
test|Edu_10_20260616_150412|3120812221000,Edu,Edu_10_20260616_150412,3120812221000,continue,fetch,0.3193874061107635,0.2242880016565323,0.1746368557214737,0.2816877365112304,True,True,True,True
test|Edu_10_20260616_150412|3121145554000,Edu,Edu_10_20260616_150412,3121145554000,continue,fetch,0.3069680631160736,0.2326065003871917,0.1734115928411483,0.287013828754425,True,True,True,True
test|Edu_10_20260616_150412|3121478887000,Edu,Edu_10_20260616_150412,3121478887000,continue,fetch,0.2959274053573608,0.2439683526754379,0.1739579439163208,0.2861463129520416,True,True,True,True
test|Edu_10_20260616_150412|3121812220000,Edu,Edu_10_20260616_150412,3121812220000,continue,fetch,0.2865457832813263,0.2541268169879913,0.1756604760885238,0.2836669385433197,True,True,True,True
test|Edu_10_20260616_150412|3122145554000,Edu,Edu_10_20260616_150412,3122145554000,continue,fetch,0.2803657054901123,0.252194195985794,0.1762781590223312,0.2911619544029236,True,True,True,True
test|Edu_10_20260616_150412|3122478887000,Edu,Edu_10_20260616_150412,3122478887000,continue,fetch,0.2883648574352264,0.2423225045204162,0.1743789166212082,0.2949337065219879,True,True,True,True
test|Edu_10_20260616_150412|3122812220000,Edu,Edu_10_20260616_150412,3122812220000,continue,fetch,0.2976299226284027,0.2338884323835373,0.1755379736423492,0.2929436862468719,True,True,True,True
test|Edu_10_20260616_150412|3123145554000,Edu,Edu_10_20260616_150412,3123145554000,fetch,fetch,0.3060345947742462,0.222410574555397,0.1751545965671539,0.296400249004364,True,True,True,True
test|Edu_10_20260616_150412|3123478887000,Edu,Edu_10_20260616_150412,3123478887000,fetch,fetch,0.3151001334190368,0.2123049944639206,0.175262451171875,0.2973324656486511,True,True,True,True
test|Edu_10_20260616_150412|3123812220000,Edu,Edu_10_20260616_150412,3123812220000,fetch,fetch,0.3195560276508331,0.2075118571519851,0.1739618629217147,0.2989702522754669,True,True,True,True
test|Edu_10_20260616_150412|3124145554000,Edu,Edu_10_20260616_150412,3124145554000,fetch,fetch,0.3199419975280761,0.2250997871160507,0.1716382205486297,0.2833199799060821,True,True,True,True
test|Edu_10_20260616_150412|3124478887000,Edu,Edu_10_20260616_150412,3124478887000,fetch,fetch,0.3206869959831238,0.2428804636001587,0.1703703552484512,0.2660621702671051,True,True,True,True
test|Edu_10_20260616_150412|3124812220000,Edu,Edu_10_20260616_150412,3124812220000,fetch,fetch,0.3136526346206665,0.2549814283847809,0.1690577268600464,0.2623082995414734,True,True,True,True
test|Edu_10_20260616_150412|3125145554000,Edu,Edu_10_20260616_150412,3125145554000,fetch,fetch,0.3077359199523926,0.2686894834041595,0.1650629043579101,0.2585116922855377,True,True,True,True
test|Edu_10_20260616_150412|3125478887000,Edu,Edu_10_20260616_150412,3125478887000,fetch,fetch,0.3012855350971222,0.2803918123245239,0.161537230014801,0.2567854523658752,True,True,True,True
test|Edu_10_20260616_150412|3125812220000,Edu,Edu_10_20260616_150412,3125812220000,fetch,fetch,0.2987476289272308,0.2903470993041992,0.1603962779045105,0.2505089938640594,True,True,True,True
test|Edu_10_20260616_150412|3126145553000,Edu,Edu_10_20260616_150412,3126145553000,fetch,fetch,0.2958167791366577,0.2916077077388763,0.1597044318914413,0.252871036529541,True,True,True,True
test|Edu_10_20260616_150412|3126478887000,Edu,Edu_10_20260616_150412,3126478887000,fetch,fetch,0.2924779951572418,0.2883850336074829,0.1589278578758239,0.2602091133594513,True,True,True,True
test|Edu_10_20260616_150412|3126812220000,Edu,Edu_10_20260616_150412,3126812220000,fetch,fetch,0.2883923053741455,0.288119226694107,0.1597853899002075,0.2637031078338623,True,True,True,True
test|Edu_10_20260616_150412|3127145553000,Edu,Edu_10_20260616_150412,3127145553000,fetch,fetch,0.2902411222457886,0.2878337800502777,0.1610431373119354,0.2608819305896759,True,True,True,True
test|Edu_10_20260616_150412|3127478887000,Edu,Edu_10_20260616_150412,3127478887000,fetch,fetch,0.2970545291900635,0.2748661637306213,0.1646891236305236,0.2633901536464691,True,True,True,True
test|Edu_10_20260616_150412|3127812220000,Edu,Edu_10_20260616_150412,3127812220000,fetch,fetch,0.3065488338470459,0.2630601525306701,0.1680853366851806,0.2623056769371032,True,True,True,True
test|Edu_10_20260616_150412|3128145553000,Edu,Edu_10_20260616_150412,3128145553000,fetch,fetch,0.3097189962863922,0.249266117811203,0.170041486620903,0.2709734141826629,True,True,True,True
test|Edu_10_20260616_150412|3128478886000,Edu,Edu_10_20260616_150412,3128478886000,fetch,fetch,0.316630870103836,0.2354879528284073,0.1734824329614639,0.2743986845016479,True,True,True,True
test|Edu_10_20260616_150412|3130812220000,Edu,Edu_10_20260616_150412,3130812220000,handover,handover,0.2920112907886505,0.2088991552591323,0.1799011081457138,0.3191884756088257,True,True,True,True
test|Edu_10_20260616_150412|3131145553000,Edu,Edu_10_20260616_150412,3131145553000,handover,handover,0.2808988988399505,0.2127389758825302,0.1815461367368698,0.3248159885406494,True,True,True,True
test|Edu_10_20260616_150412|3131478886000,Edu,Edu_10_20260616_150412,3131478886000,handover,handover,0.269259363412857,0.2221836596727371,0.1830517053604126,0.325505256652832,True,True,True,True
test|Edu_10_20260616_150412|3131812220000,Edu,Edu_10_20260616_150412,3131812220000,handover,handover,0.2593097388744354,0.2475361973047256,0.1816063374280929,0.3115477561950683,True,True,True,True
test|Edu_10_20260616_150412|3132145553000,Edu,Edu_10_20260616_150412,3132145553000,handover,handover,0.2477629333734512,0.2796698808670044,0.1777566224336624,0.2948105931282043,True,True,True,True
test|Edu_10_20260616_150412|3132478886000,Edu,Edu_10_20260616_150412,3132478886000,handover,handover,0.2387026399374008,0.3124811947345733,0.1733597964048385,0.2754563689231872,True,True,True,True
test|Edu_10_20260616_150412|3132812219000,Edu,Edu_10_20260616_150412,3132812219000,handover,handover,0.2285009026527404,0.3447690606117248,0.1664920449256897,0.2602379918098449,True,True,True,True
test|Edu_10_20260616_150412|3133145553000,Edu,Edu_10_20260616_150412,3133145553000,handover,handover,0.2171677350997924,0.3788575530052185,0.1592776030302047,0.244697093963623,True,True,True,True
test|Edu_10_20260616_150412|3133478886000,Edu,Edu_10_20260616_150412,3133478886000,handover,handover,0.208606481552124,0.4051539897918701,0.1537134349346161,0.2325261533260345,True,True,True,True
test|Edu_10_20260616_150412|3133812219000,Edu,Edu_10_20260616_150412,3133812219000,handover,handover,0.2064470201730728,0.4057701230049133,0.1532724499702453,0.2345104068517685,True,True,True,True
test|Edu_10_20260616_150412|3134145553000,Edu,Edu_10_20260616_150412,3134145553000,handover,handover,0.2131330370903015,0.3992011249065399,0.1530218869447708,0.2346439510583877,True,True,True,True
test|Edu_10_20260616_150412|3134478886000,Edu,Edu_10_20260616_150412,3134478886000,handover,handover,0.2275755107402801,0.3721513152122497,0.1534899920225143,0.2467831671237945,True,True,True,True
test|Edu_10_20260616_150412|3134812219000,Edu,Edu_10_20260616_150412,3134812219000,handover,handover,0.2530547976493835,0.33271324634552,0.1572496742010116,0.2569822371006012,True,True,True,True
test|Edu_10_20260616_150412|3135145552000,Edu,Edu_10_20260616_150412,3135145552000,handover,handover,0.278694599866867,0.2968612015247345,0.157870277762413,0.2665739357471466,True,True,True,True
test|Edu_10_20260616_150412|3135478886000,Edu,Edu_10_20260616_150412,3135478886000,handover,handover,0.301238477230072,0.2630436420440674,0.1574036926031112,0.2783141732215881,True,True,True,True
test|Edu_10_20260616_150412|3135812219000,Edu,Edu_10_20260616_150412,3135812219000,handover,handover,0.3278418779373169,0.2367674112319946,0.1587470173835754,0.2766436636447906,True,True,True,True
test|Edu_10_20260616_150412|3136145552000,Edu,Edu_10_20260616_150412,3136145552000,handover,fetch,0.3492128551006317,0.212942749261856,0.1604709774255752,0.2773733735084533,True,True,True,True
test|Edu_10_20260616_150412|3136478886000,Edu,Edu_10_20260616_150412,3136478886000,handover,fetch,0.3583007752895355,0.2057723701000213,0.1609633117914199,0.2749635875225067,True,True,True,True
test|Edu_10_20260616_150412|3136812219000,Edu,Edu_10_20260616_150412,3136812219000,handover,fetch,0.356786698102951,0.2058949768543243,0.1616541594266891,0.2756641805171966,True,True,True,True
test|Edu_2_20260604_170420|7522078910000,Edu,Edu_2_20260604_170420,7522078910000,continue,continue,0.3112707138061523,0.2042661905288696,0.2258331328630447,0.2586299479007721,True,True,True,True
test|Edu_2_20260604_170420|7522412243000,Edu,Edu_2_20260604_170420,7522412243000,continue,continue,0.3104542195796966,0.2068456411361694,0.2291349023580551,0.2535651922225952,True,True,True,True
test|Edu_2_20260604_170420|7522745577000,Edu,Edu_2_20260604_170420,7522745577000,continue,continue,0.3110705018043518,0.2082467675209045,0.2293139994144439,0.2513688206672668,True,True,True,True
test|Edu_2_20260604_170420|7523078910000,Edu,Edu_2_20260604_170420,7523078910000,continue,continue,0.3112791776657104,0.2148802131414413,0.2198625952005386,0.2539780139923095,True,True,True,True
test|Edu_2_20260604_170420|7523412243000,Edu,Edu_2_20260604_170420,7523412243000,continue,continue,0.3080347776412964,0.2273547649383545,0.2111738324165344,0.2534366250038147,True,True,True,True
test|Edu_2_20260604_170420|7523745576000,Edu,Edu_2_20260604_170420,7523745576000,continue,continue,0.3033420145511627,0.2369367033243179,0.2080172896385193,0.2517039775848388,True,True,True,True
test|Edu_2_20260604_170420|7524078910000,Edu,Edu_2_20260604_170420,7524078910000,continue,continue,0.3038156032562256,0.2395748794078827,0.2087706476449966,0.2478388547897339,True,True,True,True
test|Edu_2_20260604_170420|7524412243000,Edu,Edu_2_20260604_170420,7524412243000,continue,continue,0.3030718564987182,0.2362949103116989,0.2109707146883011,0.2496625036001205,True,True,True,True
test|Edu_2_20260604_170420|7524745576000,Edu,Edu_2_20260604_170420,7524745576000,continue,continue,0.2974606156349182,0.2315467447042465,0.2225030213594436,0.2484896183013916,True,True,True,True
test|Edu_2_20260604_170420|7525078910000,Edu,Edu_2_20260604_170420,7525078910000,continue,continue,0.287087619304657,0.2231305539608001,0.2415012419223785,0.2482805699110031,True,True,True,True
test|Edu_2_20260604_170420|7525412243000,Edu,Edu_2_20260604_170420,7525412243000,continue,continue,0.2802782952785492,0.219229444861412,0.2471433877944946,0.2533488869667053,True,True,True,True
test|Edu_2_20260604_170420|7525745576000,Edu,Edu_2_20260604_170420,7525745576000,continue,continue,0.2844560444355011,0.2248685210943222,0.2316308319568634,0.2590445578098297,True,True,True,True
test|Edu_2_20260604_170420|7526078909000,Edu,Edu_2_20260604_170420,7526078909000,continue,continue,0.288751482963562,0.2367324978113174,0.2169756144285202,0.2575404047966003,True,True,True,True
test|Edu_2_20260604_170420|7526412243000,Edu,Edu_2_20260604_170420,7526412243000,continue,continue,0.2900264263153076,0.2494512051343917,0.2022948414087295,0.258227527141571,True,True,True,True
test|Edu_2_20260604_170420|7526745576000,Edu,Edu_2_20260604_170420,7526745576000,continue,continue,0.292025089263916,0.263651967048645,0.1883969455957412,0.2559259533882141,True,True,True,True
test|Edu_2_20260604_170420|7527078909000,Edu,Edu_2_20260604_170420,7527078909000,continue,continue,0.297610878944397,0.2744834423065185,0.1803468763828277,0.2475588470697403,True,True,True,True
test|Edu_2_20260604_170420|7527412243000,Edu,Edu_2_20260604_170420,7527412243000,continue,continue,0.3035756945610046,0.283003956079483,0.1827205717563629,0.230699747800827,True,True,True,True
test|Edu_2_20260604_170420|7527745576000,Edu,Edu_2_20260604_170420,7527745576000,continue,continue,0.301699161529541,0.2773422300815582,0.1961793005466461,0.224779337644577,True,True,True,True
test|Edu_2_20260604_170420|7528078909000,Edu,Edu_2_20260604_170420,7528078909000,continue,continue,0.292429655790329,0.2623151838779449,0.2131786942481994,0.2320764511823654,True,True,True,True
test|Edu_2_20260604_170420|7528412243000,Edu,Edu_2_20260604_170420,7528412243000,continue,continue,0.2861884534358978,0.250265896320343,0.2288832813501358,0.2346623986959457,True,True,True,True
test|Edu_2_20260604_170420|7528745576000,Edu,Edu_2_20260604_170420,7528745576000,continue,continue,0.2833577990531921,0.2359218001365661,0.2407246232032776,0.2399957925081253,True,True,True,True
test|Edu_2_20260604_170420|7529078909000,Edu,Edu_2_20260604_170420,7529078909000,continue,continue,0.2803254723548889,0.2291095107793808,0.239526629447937,0.2510384023189544,True,True,True,True
test|Edu_2_20260604_170420|7529412243000,Edu,Edu_2_20260604_170420,7529412243000,continue,continue,0.2773139774799347,0.224748894572258,0.2318183928728103,0.2661187350749969,True,True,True,True
test|Edu_2_20260604_170420|7529745576000,Edu,Edu_2_20260604_170420,7529745576000,continue,continue,0.2807995975017547,0.2250552475452423,0.2239164561033249,0.2702286839485168,True,True,True,True
test|Edu_2_20260604_170420|7530078909000,Edu,Edu_2_20260604_170420,7530078909000,continue,continue,0.2904210090637207,0.2323923408985138,0.2140247970819473,0.2631618678569793,True,True,True,True
test|Edu_2_20260604_170420|7530412242000,Edu,Edu_2_20260604_170420,7530412242000,continue,continue,0.2980428040027618,0.2390590608119964,0.2029226720333099,0.2599754929542541,True,True,True,True
test|Edu_2_20260604_170420|7530745576000,Edu,Edu_2_20260604_170420,7530745576000,continue,continue,0.3011179268360138,0.2503281831741333,0.1916777789592743,0.2568761110305786,True,True,True,True
test|Edu_2_20260604_170420|7531078909000,Edu,Edu_2_20260604_170420,7531078909000,continue,continue,0.3043508529663086,0.2596688866615295,0.1879444271326065,0.2480359077453613,True,True,True,True
test|Edu_2_20260604_170420|7531412242000,Edu,Edu_2_20260604_170420,7531412242000,continue,continue,0.3036694824695587,0.2648021876811981,0.1877154409885406,0.2438129335641861,True,True,True,True
test|Edu_2_20260604_170420|7531745576000,Edu,Edu_2_20260604_170420,7531745576000,continue,continue,0.3013332784175873,0.2666080594062805,0.187123492360115,0.2449351549148559,True,True,True,True
test|Edu_2_20260604_170420|7532078909000,Edu,Edu_2_20260604_170420,7532078909000,continue,continue,0.3017075657844543,0.261755108833313,0.18846495449543,0.2480723857879638,True,True,True,True
test|Edu_2_20260604_170420|7532412242000,Edu,Edu_2_20260604_170420,7532412242000,continue,continue,0.3028548061847687,0.2526522576808929,0.1905042678117752,0.2539886832237243,True,True,True,True
test|Edu_2_20260604_170420|7532745575000,Edu,Edu_2_20260604_170420,7532745575000,continue,continue,0.3026561439037323,0.2425459921360016,0.1993104517459869,0.2554873824119568,True,True,True,True
test|Edu_2_20260604_170420|7533078909000,Edu,Edu_2_20260604_170420,7533078909000,continue,continue,0.3042203783988952,0.2326401621103286,0.2088511884212494,0.2542883157730102,True,True,True,True
test|Edu_2_20260604_170420|7533412242000,Edu,Edu_2_20260604_170420,7533412242000,continue,continue,0.3033897280693054,0.2270561903715133,0.2165820598602295,0.2529720067977905,True,True,True,True
test|Edu_2_20260604_170420|7533745575000,Edu,Edu_2_20260604_170420,7533745575000,continue,continue,0.29753378033638,0.2223251610994339,0.2310241609811782,0.2491168826818466,True,True,True,True
test|Edu_2_20260604_170420|7534078909000,Edu,Edu_2_20260604_170420,7534078909000,continue,continue,0.2869896590709686,0.2248420864343643,0.2428207695484161,0.2453474700450897,True,True,True,True
test|Edu_2_20260604_170420|7534412242000,Edu,Edu_2_20260604_170420,7534412242000,continue,continue,0.267812043428421,0.2292302697896957,0.2541325986385345,0.2488250881433487,True,True,True,True
test|Edu_2_20260604_170420|7534745575000,Edu,Edu_2_20260604_170420,7534745575000,continue,continue,0.250927060842514,0.2305912673473358,0.2613148391246795,0.2571668028831482,True,True,True,True
test|Edu_2_20260604_170420|7535078909000,Edu,Edu_2_20260604_170420,7535078909000,continue,continue,0.2461134940385818,0.234545961022377,0.270440399646759,0.2489002048969268,True,True,True,True
test|Edu_2_20260604_170420|7535412242000,Edu,Edu_2_20260604_170420,7535412242000,continue,continue,0.2414086610078811,0.2387477904558181,0.2811113893985748,0.2387322038412094,True,True,True,True
test|Edu_2_20260604_170420|7535745575000,Edu,Edu_2_20260604_170420,7535745575000,continue,continue,0.2429231405258178,0.2380688339471817,0.2820985913276672,0.2369094341993332,True,True,True,True
test|Edu_2_20260604_170420|7536078908000,Edu,Edu_2_20260604_170420,7536078908000,continue,continue,0.248861476778984,0.2355360388755798,0.2799133956432342,0.2356890588998794,True,True,True,True
test|Edu_2_20260604_170420|7536412242000,Edu,Edu_2_20260604_170420,7536412242000,continue,continue,0.2601619958877563,0.2334434390068054,0.277500569820404,0.2288939803838729,True,True,True,True
test|Edu_2_20260604_170420|7536745575000,Edu,Edu_2_20260604_170420,7536745575000,continue,continue,0.2705616950988769,0.2308149635791778,0.2643473148345947,0.234275996685028,True,True,True,True
test|Edu_2_20260604_170420|7537078908000,Edu,Edu_2_20260604_170420,7537078908000,continue,continue,0.280053049325943,0.2216001898050308,0.2438189536333084,0.2545278370380401,True,True,True,True
test|Edu_2_20260604_170420|7537412242000,Edu,Edu_2_20260604_170420,7537412242000,fetch,continue,0.2927964031696319,0.2109473496675491,0.2273263335227966,0.2689299285411834,True,True,True,True
test|Edu_2_20260604_170420|7537745575000,Edu,Edu_2_20260604_170420,7537745575000,fetch,continue,0.3008659482002258,0.2079694718122482,0.218826338648796,0.2723382711410522,True,True,True,True
test|Edu_2_20260604_170420|7538078908000,Edu,Edu_2_20260604_170420,7538078908000,fetch,fetch,0.3083721399307251,0.2112678587436676,0.2130521237850189,0.2673079073429107,True,True,True,True
test|Edu_2_20260604_170420|7538412242000,Edu,Edu_2_20260604_170420,7538412242000,fetch,fetch,0.3135284781455993,0.2137835770845413,0.2019948363304138,0.2706930935382843,True,True,True,True
test|Edu_2_20260604_170420|7538745575000,Edu,Edu_2_20260604_170420,7538745575000,fetch,fetch,0.3211560547351837,0.225117951631546,0.1971213370561599,0.2566046714782715,True,True,True,True
test|Edu_2_20260604_170420|7539078908000,Edu,Edu_2_20260604_170420,7539078908000,fetch,fetch,0.3241152763366699,0.2386330962181091,0.1953674405813217,0.2418841868638992,True,True,True,True
test|Edu_2_20260604_170420|7539412241000,Edu,Edu_2_20260604_170420,7539412241000,fetch,fetch,0.3233152627944946,0.2494721263647079,0.1937731951475143,0.2334393858909607,True,True,True,True
test|Edu_2_20260604_170420|7539745575000,Edu,Edu_2_20260604_170420,7539745575000,fetch,fetch,0.321045458316803,0.2533510029315948,0.1874363422393798,0.2381671816110611,True,True,True,True
test|Edu_2_20260604_170420|7541412241000,Edu,Edu_2_20260604_170420,7541412241000,handover,handover,0.3206488490104675,0.205625519156456,0.2140385210514068,0.2596871256828308,True,True,True,True
test|Edu_2_20260604_170420|7541745575000,Edu,Edu_2_20260604_170420,7541745575000,handover,handover,0.3151266872882843,0.2105853259563446,0.2126472145318985,0.2616407573223114,True,True,True,True
test|Edu_2_20260604_170420|7542078908000,Edu,Edu_2_20260604_170420,7542078908000,handover,handover,0.3106380403041839,0.2371320128440857,0.2045625448226928,0.2476674616336822,True,True,True,True
test|Edu_2_20260604_170420|7542412241000,Edu,Edu_2_20260604_170420,7542412241000,handover,handover,0.2976025938987732,0.2640060782432556,0.1904012411832809,0.2479900866746902,True,True,True,True
test|Edu_2_20260604_170420|7542745574000,Edu,Edu_2_20260604_170420,7542745574000,handover,handover,0.283756673336029,0.2904833257198334,0.1810096055269241,0.2447504103183746,True,True,True,True
